user_input,count,first_line,last_line,distinct_reference_count,distinct_model_output_count,sample_reference,sample_model_output
如果我們公司人多，需要幫很多員工一起改怎麼辦呢？需要特別的文件嗎？,2,1440,1508,1,2,,如果公司需要為多位員工變更投保資料，您應填寫「勞、農保險投保單位變更事項申請書」(B表)，這是勞健保合用的表格。您需要為公司大小章在表格上蓋章，並檢附變更所需的相關證明文件。若有特別的變更情況或需補充說明之事項，應同時提供相關說明及支持文件。提交完整的申請材料後，保險局會處理您的變更申請。若是有眾多員工的變更，也可以採用批量處理的方式，但具體細節和流程可能需要直接與保險局確認，因為所提供的資訊裡並沒有特別提及到批量處理員工變更的相關細節。
如果我們公司忘了給員工投保，而該員工在未投保期間發生了需要醫療的情況，公司需要支付相關的醫療費用嗎？,2,3753,4308,1,2,"問題:員工已到職多時，才發現未辦投保，要如何處理？
回答:請儘快為其補辦投保手續，投保日期可追溯至員工到職日投保，保費會於申報當月之繳款單一併補收，填寫保險對象投保申報表(D)勞健合用投保申報表，一式兩份寄健保署辦理投保手續。
===============SECTION===============
問題:員工因病留停請公司需要幫其加保嗎?
回答:有一定雇主的被保險人因故留職停薪時，如徵得原投保單位的同意，得由原投保單位以原投保金額等級繼續投保，被保險人及其眷屬應自付的保險費，按月向其投保單位繳納，投保單位連同其應負擔部分彙繳保險人；若原投保單位不同意繼續為其投保，則被保險人及其眷屬均應辦理轉出，另以適當身分投保。
===============SECTION===============
問題:公司可以不幫我加保而是另外補貼保費給我嗎
回答:受僱者為第1類被保險人，應以其服務機關為投保單位。因此，公司應為所屬員工辦理投保手續，並以其到職日為投保生效日。另依健保法第84條、第88條規定，投保單位未依規定為所屬保險對象辦理投保者，除追繳保險費外，並按應繳納之保險費，處以2倍至4倍之罰鍰。保險對象違反規定參加本保險者，除追繳短繳之保險費外，並處新臺幣3千元以上、1萬5千元以下罰鍰。
===============SECTION===============
問題:員工已投保多時，才發現眷屬未隨同一起投保，漏掉了要如何處理？
回答:請儘快為其補辦投保手續，投保日期可追溯至員工到職日投保，填寫保險對象投保申報表(D)，健保專用投保申報表或勞健合用表格也可以，抬頭勞保投保申報表字樣劃掉加蓋公司大小章，寫一份寄健保署辦理投保手續。
===============SECTION===============
問題:公司沒有幫員工加保的罰則?
回答:全民健康保險法第15條規定，投保單位應於保險對象合於投保條件之日起3日內，向保險人辦理投保。因此，若公司不為所屬員工辦理投保時，依同法第84條規定，除追繳保險費外，並按應繳納之保險費，處以2倍至4倍之罰鍰。民眾可檢附相關明文件洽健保署分區業務申訴。
===============SECTION===============
問題:公司剛成立只有負責人一定要加保在公司投保健保嗎?
回答:公司剛成立只有負責人，仍應向本署申請成立投保單位並申辦負責人加保；但負責人如同時有兩份工作，以主要工作在另一家工作單位投保時，則無需重複在新成立之公司投保。
===============SECTION===============
問題:雇主一定要幫員工投保嗎？可不可以讓員工自己在外面保？
回答:1.依健保法第15條規定，受僱者為第1類被保險人，應以其服務機關、事業、機構、雇主為投保單位。因此，只要雇主有僱用有酬員工，該雇主即應為員工辦理投保手續，並以其到職日為投保生效日，離職日為退保生效日。 2. 另依健保法第84條規定，投保單位未依規定為所屬保險對象辦理投保者，除追繳保險費外，並按應繳納之保險費，處以2倍至4倍之罰鍰。 3. 您原服務單位如有違反健保法規定之情形，請儘速提供相關證明文件（例如薪資清單、扣繳憑單、到職證明）、服務單位名稱、負責人姓名、地址及電話等資料向本署轄區業務組（可上網查詢）檢舉，以便輔導該公司補辦追溯您受僱期間之投、退保及補繳保費。受僱期間之保費，您僅須自付30%保險費，雇主應負擔60%保險費。
===============SECTION===============",抱歉，您的問題在我所知道的資訊中並未明確提到如果員工在未投保期間發生需要醫療的情況時，公司是否需要支付相關的醫療費用。建議您直接洽詢衛生福利部中央健康保險署了解詳細法規與流程，或是尋求法律專業意見。
如果我們在補辦健保過程中需要補繳保費，這筆保費的金額又會是如何計算的呢？對於遲繳會有罰款嗎？,2,1293,3037,1,2,"問題:補充保費未申報有無罰則?
回答:扣費義務人應依規定申報補充保險費扣費明細，如健保署於次年查核到單位應申報而未申報補充保費明細，會寄發通知公文請單位補申報補充保險費扣費明細。
===============SECTION===============
問題:辦停保了，回國要補繳費用嗎?
回答:自113年12月23日起已取消申辦停保作業，若您在出國期間未滿6個月即提前返國，則需要自返國之日註銷停保，並補繳保險費。
===============SECTION===============
問題:停保之後再復保,保費如何繳納
回答:停保之後復保，保費的繳納方式與您原本的投保方式相同。例如，如果您原本是透過公司投保，那麼復保後您需要透過公司繳納保費。如果您原本是透過公所投保，那麼復保後，本署寄發繳款單供您繳納，或者您可以辦理轉帳方式繳納保費。
===============SECTION===============
問題:補充保險費應該如何扣繳？
回答:計算個人補充保費項目及上、下限： 【全年累計超過投保金額4倍部分的獎金】 下限：無 上限：獎金累計超過當月投保金額4倍後，超過的部分單次以1,000萬元為限 【兼職薪資所得】 下限：單次給付金額達中央勞動主管機關公告基本工資之薪資所得 上限：單次給付以1,000萬元為限 【執行業務收入】 下限：單次給付達20,000元 上限：單次給付以1,000萬元為限 【股利所得】 下限： 1.以雇主或自營業主身分投保者：單次給付金額超過已列入投保金額計算部分達20,000元。 2.非以雇主或自營業主身分投保者：單次給付達20,000元。 上限： 1.以雇主或自營業主身分投保者：單次給付金額超過已列入投保金額計算部分以1,000萬元為限。 2.非以雇主或自營業主身分投保者：單次給付以1,000萬元為限。 【利息所得】 下限：單次給付達20,000元 上限：單次給付以1,000萬元為限 【租金收入】 下限：單次給付達20,000元 上限：單次給付以1,000萬元為限 ※註： 1.個人補充保費的計費所得或收入達下限時，以全額計算補充保費；逾上限時，則以上限金額計。 2.自104年1月1日起，對於中低收入戶成員、中低收入老人、接受生活扶助之弱勢兒童與少年、領取身心障礙生活補助費者、特殊境遇家庭之受扶助者及符合全民健康保險法（以下稱健保法）第100條所定之經濟困難者，單次給付未達中央勞動主管機關公告基本工資之執行業務收入、股利所得、利息所得或租金收入，免予扣取補充保費。
===============SECTION===============
問題:補充保險費如有溢扣，扣費義務人應如何辦理退費及申報?
回答:發生溢扣繳補充保險費，可選擇以下任一方式辦理溢扣退費及申報： 一、如屬當年度退費： 【方式一】 (一)扣費義務人可就其同一所得類別已扣繳之補充保險費扣留抵沖充後，退還保險對象。 (二)扣費義務人須配合辦理下列明細申報更正申請： 1.扣費明細已申報者：扣費義務人就原申報資料，按實際扣費資料進行更正後，重新向本署申報。 2.扣費明細未申報者：扣費義務人以實際扣費資料向本署辦理申報，申報方式如下： (1)網路申報A.使用憑證申報路徑：本署全球資訊網/網路櫃檯/補充保險費作業申辦/補充保險費作業區/補充保險費網路明細申報及列印繳款書系統B.免憑證申報路徑：本署全球資訊網/網路櫃檯/補充保險費作業申辦/補充保險費作業區/各類所得扣繳補充保險費明細申報作業(2)紙本申報下載申報書路徑：首頁/網站資訊/二代健保/書表及檔案格式/ 2.補充保險費明細申報書【方式二】 (一)扣費義務人填寫退費申請書及退費清冊(或媒體)向健保署轄區業務組申請退費，再退還保險對象。 (二)扣費義務人須配合辦理下列申報/申報更正作業： 1.扣費明細已申報者：扣費義務人無須再辦理申報更正，因健保署於退費確認時，已經一併更正原申報之扣費資料，扣費義務人無須再辦理申報更正。 2.扣費明細未申報者：扣費義務人以實際扣費資料向本署辦理申報，申報方式如下：(1)網路申報A.使用憑證申報路徑：本署全球資訊網/網路櫃檯/補充保險費作業申辦/補充保險費作業區/補充保險費網路明細申報及列印繳款書系統B.免憑證申報路徑：本署全球資訊網/網路櫃檯/補充保險費作業申辦/補充保險費作業區/各類所得扣繳補充保險費明細申報作業(2)紙本申報下載申報書路徑：首頁/網站資訊/二代健保/書表及檔案格式/ 2.補充保險費明細申報書【方式三】扣費義務人完成申報後，可請民眾填寫退費申請書，向健保署轄區業務組辦理退費。二、如屬跨年度退費： 【方式一】 扣費義務人填寫退費申請書及退費清冊(或媒體)，向健保署轄區業務組申請退費，再退還保險對象；扣費義務人無須再辦理申報更正。 【方式二】扣費義務人可請民眾填寫退費申請書逕向健保署轄區業務組辦理退費；扣費義務人無須辦理申報更正。
===============SECTION===============
問題:補充保費有多繳如何退費?
回答:一、依據全民健康保險扣取及繳納補充保險費辦法第9條第4項規定，保險對象應被扣取之補充保險費，如有溢扣，得於扣取日次月起6個月內向扣費義務人申請退還，逾期得改向保險人申請退還。二、依前述規定，保險對象如有遭溢扣補充保險費情形，6個月內請向扣費義務人或給付單位申請退還；如已超過6個月，可採以下方式向健保署申請退還:(一)「個人健保資料網路服務作業」：健保署全球資訊網/網路櫃檯/承保網路櫃檯/一般民眾(https://eservice.nhi.gov.tw/personal1/system/mLogin.aspx)，以自然人憑證或已註冊健保卡登入，點選各類申請進度查詢及下載/個人退費申請及查詢/申請補充保險費誤扣繳，依操作步驟填選資料即可申請退還。(二)書面申請:健保署全球資訊網/健保表單下載/補充保險費表單/補充保險費退費申請書/5-2全民健康保險補充保險費退費申請書(保險對象專用)，依範例格式填寫並檢附相關證明文件後，一起寄至所屬健保署分區業務組申請退費。
===============SECTION===============
問題:里長支領之健檢及人身保險補助費用扣取補充保險費
回答:里長支領之健檢及人身保險補助費用扣取補充保險費：1.村(里)長每年支領健檢及人身保險補助費，屬所得稅法所第14條第1項第3類之薪資所得，支領當月應列入投保單位薪資所得總額。2.如其支付之薪資所得總額超過投保金額總額，應就其差額依補充保險費率計收投保單位補充保險費。
===============SECTION===============
問題:我已經接到行政執行處通知，請問這個欠費我要怎麼處理？
回答:1.當您未繳納的健保費逾期150天且金額超過7,500元，並經催繳送達，則本署會將您的欠費金額移送執行。2.收到欠費通知後，請儘速繳納。若您的欠費無法一次繳清，金額達2,000元以上，可至本署各服務據點或執行處洽辦分期。但辦理分期並不影響執行分署對義務人財產之調查與扣押，在分期期間，執行分署查得您有薪資所得、存款或股票等仍會進行扣款。
===============SECTION===============","補繳健保費的金額計算會依照被保險人的投保身份、投保金額以及補繳的期數來進行計算，並且健保費的繳納通常會包含基本保費與個人所得相關的補充保費（如果有的話）。

至於逾期繳納健保費，會依照逾期金額與天數來收取滯納金。滯納金的計算公式為：逾期繳納之健保費金額 × 滯納年利率（目前為4.5%） ÷ 365日 × 逾期繳納日數。如果您要了解詳細的罰款細則，建議直接與您所在地的健保署服務中心聯繫，或是撥打健保專線詢問相關問題。健保署的客服人員能根據您的具體情況提供正確的資訊和協助。"
如果我們已經晚了一個月才發現，那要補交多少罰金呢？另外，過去的這一個月員工如果生病了，健保署會負擔醫療費用嗎？,2,4358,5081,1,2,"問題:公司沒有幫員工加保的罰則?
回答:全民健康保險法第15條規定，投保單位應於保險對象合於投保條件之日起3日內，向保險人辦理投保。因此，若公司不為所屬員工辦理投保時，依同法第84條規定，除追繳保險費外，並按應繳納之保險費，處以2倍至4倍之罰鍰。民眾可檢附相關明文件洽健保署分區業務申訴。
===============SECTION===============","從提供的資訊中並沒有關於遲交健保費用的罰金計算或者遲交健保費所涉及的細節，無法提供具體的罰金金額。
至於員工在健保費用尚未繳納期間生病的情況，也沒有相關資訊可以確認健保署是否會負擔這段期間的醫療費用。建議您直接聯繫衛生福利部中央健康保險署或相關單位，以獲得詳細及正確的指導和解答。"
如果我們需要將員工從舊的統編轉到新的統編，我們需要通知員工本人嗎？還是公司可以直接處理這些轉移手續？轉移過程中，員工有需要注意或是需要做的事情嗎？,2,126,1745,1,2,,在將員工從舊的統編轉至新的統編時，公司需辦理新設立公司的投保手續，包括填寫投保單位成立申報表及保險對象投保申報表。員工本人不需要直接參與這部分的行政過程。不過，作為良好的溝通及人事管理實務，通知員工有關轉移的情况是一個負責任的做法。在轉移過程中，員工需留意是否有任何保險保障的間斷，以及確認新公司是否已正確將他們投保在新的統編下。如果在轉換過程中有任何保險保障中斷的情況，員工可能需要自行依適當的身份暫時另行投保以保持保險的連續性。
如果我加入老伴的健保計畫，那麼我們需要支付更多的費用嗎？這個費用是如何計算的？,2,5367,5938,1,2,"問題:眷屬之健保費如何計算？
回答:眷屬應繳之保險費與被保險人相同，眷口數超過三口者以三口計。
===============SECTION===============",加入您配偶的健保計畫時，您將會成為他的眷屬。根據我所知道的資訊，眷屬應繳的健保費與被保險人是相同的，也就是說，一個家庭內如果眷口（包含被保險人）數量超過三口時，計算保險費的人數以三口為上限。所以，即使您作為老伴加入健保，如果您們家庭保險費的計算已經達到三口人數的上限，那麼您的加入不會增加額外的健保費。若還未達到三口的上限，那麼您的加入將增加家庭整體的健保費用，具體多支付多少，需要依照目前保險費率計算。
如果我在台灣沒有戶籍，我不能加入全民健康保險，是否可以自行支付醫療費用就醫？,2,850,4412,1,2,"問題:沒有健保制度的時後就離開台灣，現在剛設戶籍怎麼加入健保
回答:長期旅居國外，返國設籍後，無職業者，應自設籍滿6個月起以適法身分至所屬投保單位辦理加保；設籍後，如為受僱者，則自設籍後之受僱日起在工作單位辦理加保。
===============SECTION===============
問題:人不在國內可以先不繳健保費嗎？
回答:國人在臺設有戶籍，符合投保資格時，都應依規定以適法身分持續加保及繳納保險費；以第六類被保險人身分在公所投保者，可透過國內家人持繳款單繳納，或者亦可申請透過轉帳方式繳納保險費。
===============SECTION===============
問題:受災民眾欠繳健保費或未加保，可以就醫嗎？
回答:受災民眾欠繳健保費或未加保，如有就醫需求者，仍可持健保卡就醫，如果健保卡無法更新，健保署於各特約醫療院所備有「全民健康保險特約醫療院所例外就醫名冊」，可請醫療院所於名冊上填寫就醫日期、就醫類別（門、住診）、姓名、出生日期、身分證號、連絡電話及地址後，即可以健保身分就醫。
===============SECTION===============",如果您在台灣沒有戶籍且未參加全民健康保險，您可以自行支付醫療費用就醫。根據我們的資訊，未納保之外籍人士或大陸人士無法以健保身分就醫。如果您有任何其他問題，請隨時告訴我。<reflection>我根據提供的資訊回答了使用者的問題。資訊中提到未納保之外籍人士或大陸人士無法以健保身分就醫，這意味著他們需要自行支付醫療費用。我沒有使用自己的知識，僅根據提供的資訊回答。</reflection>
如果我在土城看守所的柯文哲，我該怎麼去看醫生？,2,2024,2478,1,1,,"很抱歉，在我所知道的資訊中，並沒有關於土城看守所的柯文哲如何去看醫生的具體資訊。
建議您直接聯繫土城看守所或相關的醫療機構，了解具體的看診流程和安排。"
如果我在幹港，我該怎麼去找健保署的據點？,2,3944,4275,1,2,"問題:請問健保的聯絡辦公室在哪?
回答:您可以透過以下網址查詢最近的健保服務據點與聯絡辦公室：https://www.nhi.gov.tw/ch/np-2334-1.html
===============SECTION===============
問題:我住在XX，請問在哪裡辦健保卡? 在哪裡辦理健保業務?
回答:您可以透過以下網址查詢最近的健保服務據點與聯絡辦公室：https://www.nhi.gov.tw/ch/np-2334-1.html
===============SECTION===============
問題:公司如何得知帳單為每個月或兩個月開單一次
回答:建議洽公司所在之健保署分區業務組。
===============SECTION===============
問題:我的欠費已辦理分期但後來又有眷屬追溯退保怎麼辦
回答:建議洽健保署各分區業務組承辦詢問。
===============SECTION===============
問題:為何我已加保,但健保狀況在健保快意通顯示未投保
回答:建議洽健保署各分區業務組承辦詢問。
===============SECTION===============
問題:本人拿身分證到區公所哪一個單位辦理投保健保
回答:至戶籍所在鄉鎮市區公所辦理健保業務時，因各公所業務區分不大相同，建議您至公所辦理時，詢問服務人員。
===============SECTION===============
問題:要去區公所那一個窗口辦理加保?
回答:至戶籍所在鄉鎮市區公所辦理健保業務時，因各公所業務區分不大相同，建議您至公所辦理時，詢問服務人員。
===============SECTION===============
問題:各分區業務組的服務範圍為哪些?
回答:您可以透過以下網址查詢最近的健保服務據點與聯絡辦公室：https://www.nhi.gov.tw/ch/np-2334-1.html
===============SECTION===============","很抱歉，在我所知道的資訊中並未包含關於健保署據點的具體位置或聯絡方式。
建議您直接聯繫健保署或透過健保署官方網站查詢相關資訊。"
如果我在期限內沒有處理這個投保中斷的問題，我將會面臨什麼樣的後果？,2,2692,3013,1,2,"問題:中斷投保期間沒有工作，也要投保嗎？
回答:全民健康保險是經立法通過的一種社會互助、危險分擔的社會保險制度。為使保險制度健全發展，希望健康的人能幫助病弱的人，高所得的人能幫助低所得者，充分發揮自助互助精神，故全民健保採強制投保方式，即不論有無工作，凡符合投保資格之民眾皆應以適當身分持續投保，不得中斷。
===============SECTION===============
問題:什麼是「中斷投保」？要如何補辦中斷投保？
回答:〈1〉凡符合參加全民健康保險資格者，一律都要依規定投保。如果投保後，因轉換工作、身分變更、地址遷移……等原因，曾經有一段時日未加入全民健保，也沒有繳納健保費，造成投保紀錄不銜接，即為中斷投保。 〈2〉中斷期間應以適當身分洽所屬投保單位補辦投保手續及補繳保險費（例如中斷投保期間您是公司、行號、機關員工應回到服務單位補辦手續）。 〈3〉或於接到本署寄發之「中斷投保保險費通知單暨繳款單」時，於寬限期滿前持該單至金融機構照額繳納，即完成補辦中斷投保手續。
===============SECTION===============
問題:中斷投保的投保單位可不可以拒絕為我補辦加保？
回答:依據全民健康保險法第十五條規定，公司（職業工會、農漁會）應該為員工（會員）及其眷屬辦理投保，所以公司（職業工會、農漁會）不可以拒絕為已離職之員工或其眷屬補辦中斷投保手續。如公司（職業工會、農漁會）拒不為員工（會員）或其眷屬辦理，依同法第八十四條規定，除追繳保險費外，並按應繳納之保險費，處以二倍至四倍之罰鍰。民眾可洽本署各分區業務組申訴。
===============SECTION===============
問題:如中斷投保期間有可依附對象但不主動加保，後續工作投保後會怎麼處理前面中斷期間的保費
回答:1.凡符合參加全民健康保險資格者，一律都要依規定投保。如果投保後，因轉換工作、身分變更……等原因，曾經有一段時日未加入全民健保，也沒有繳納健保費，造成投保紀錄不銜接，即為中斷投保。2.中斷期間應以適當身分洽所屬投保單位補辦投保手續及補繳保險費（例如中斷投保期間您是公司、行號、機關員工應回到服務單位補辦手續）。3.或於接到本署寄發之「中斷投保保險費通知單暨繳款單」時，於寬限期滿前持該單至金融機構照額繳納，即完成補辦中斷投保手續。
===============SECTION===============
問題:中斷投保期間，應該在B公司加保，但是B公司現在己經倒閉了，張先生該怎麼辦？
回答:張先生中斷投保期間的B公司如果己經倒閉，請張先生檢具中斷投保期間在B公司的在職證明文件（如勞工保險卡、所得稅扣繳憑單或在（離）職證明等）影本及健保費扣繳證明（B公司發給載明己扣健保費之薪資單或中斷投保當時B公司會計帳冊載明薪資扣收健保費之紀錄等），連同「全民健康保險保險中斷投保保險費通知單暨繳款單」及申復表，寄回健保署轄區業務組辦理申復。
===============SECTION===============
問題:中斷投保期間為公司拒絕幫員工投保，如何申訴公司？
回答:若公司不願幫員工補辦加保，請檢附任何能證明確實在公司上班之證明文件，如勞保卡、薪資證明連同申復表寄健保署申復，由承辦人員審核。
===============SECTION===============
問題:中斷投保期間的繳款單會寄到哪裡？
回答:如保險對象有中斷投保情形，健保署於保險對象投保後，將中斷期間之健保費繳款單寄至保險對象在保之一類投保單位，如非於一類投保單位投保或保險對象已向健保署指定通訊地址，健保費繳款單就會寄至通訊地址，查無通訊地址，則寄至戶籍地址。
===============SECTION===============
問題:目前己離職,可以追溯投保眷屬在前公司嗎?
回答:1.中斷期間應以適當身分洽所屬投保單位補辦投保手續及補繳保險費。2.在原工作單位離職者，可以追溯補辦原遺漏眷屬在前工作單位之投保手續。
===============SECTION===============","很抱歉，關於逾期未處理投保中斷問題的後果，在我所知道的資訊中沒有相關說明。
建議您直接咨詢健保署的服務專線，或至就近的健保署服務處查詢以獲得最正確的資訊。"
如果我在經濟上真的無計可施，申請了減免但時間還是不夠，有沒有可能因為欠繳健保演變成法律問題？個人信用會不會受影響呢？,2,4124,5516,1,2,,"根據我所知道的資訊，如果您因經濟困難而無法繳納健保費，您可以透過申請紓困基金貸款、分期繳納或是愛心轉介等協助措施來解決欠繳的問題。如果您已經採取了這些措施仍然無法解決欠繳問題，並且是因重大災害受災民眾，在受災後1年內健保費欠費免予催繳，不會被移送行政執行，也不會加徵滯納金。

然而，資訊中未明確提到欠繳健保費會否影響個人信用或導致法律問題的情況。通常，經濟困難的個案應該會獲得較多的諒解和時間來解決欠費問題，若未適時繳納可能會面臨催繳或法律追究。因此，建議您主動跟健保署或地方政府相關部門聯繫，了解您的具體情況並尋求最佳的解決方案。"
如果我已經滿55歲，要怎麼向公所申請全額補助的健保呢？需要準備哪些文件？,2,120,1057,1,2,"問題:員工滿65歲要繳健保費嗎？
回答:健保沒有年齡上的限制，不論年紀都要加健保並繳納保險費，惟目前部分縣市政府補助設籍轄區65歲以上老人自付健保費，相關資訊可上本署網站「各級政府辦理保險對象健保費補助項目一覽表」(全球資訊網/健保服務/投保與保費/弱勢協助/各級政府辦理保險對象健保費補助項目)(https://www.nhi.gov.tw/ch/lp-2645-1.html)查詢。
===============SECTION===============",依照您所提供的情況，如果您已滿55歲，要申請公所全額補助的健保，您需要是具有原住民身分，且無職業、無工農漁會會員資格，同時無配偶或子女可依附投保的狀況下，您才能到戶籍地的公所進行申請。關於所需準備的文件，根據我所知道的資訊並未詳細說明，建議您應該至少準備個人身分證件及原住民身分證明，並可預先向戶籍地公所詢問具體所需的所有文件，以確保申請過程順利。
